oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106334487,106334487,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,92555,Level II,NO,134,, 12 - Inland Counties, Riverside,General Acute Care,City and/or County,General Medical / Surgical,362,Basic,35740,33451,,,7468,8031,14422,10695,11815,9086,3690,1094,607,2278,5,1142,13728,33669,83,573,210,19786,24,170,99,,,,68490,4,2,257,0,,0,145,,19153,3331,10251,6328,30128,1872,,171,1251,37,4824,996,4183,1178,12414,5850,206,3791,6064,27,1595,6563,3329,14840,3228,133,94,29,1362,13,15,420,56715,4417,262,1853,220,369,61,,69191,5644,7030,1,,991,1740,1730,2755,2373,1273,670,476,235,432,,141,2278,8162,9,174,110,1801,358,102,123,116,388,12,536,9488,560,992,0,0,0,0,0,2665,1191,2184,5921,714,173,343,1597,9,1576,619,623,301,1398,234,268,254,22,2186,957,462,1599,,54,331,54,321,176,48,10,55,10745,153,42,424,265,38,11,2,,12675,2008
106340913,106340913,340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,2025 MORSE AVENUE,SACRAMENTO,95825,,NO, 139d,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,333,Basic,43926,32068,3,,5609,6582,10317,9418,10774,10100,7537,7060,7263,1333,4,3415,7668,8824,191,1253,2674,51972,186,1202,149,29,43,27,71814,463,28,783,36,251,0,712,274,6999,17775,262,43943,7018,1152,,359,3338,23,4252,1407,4814,1048,11448,3520,134,2784,1556,50,3339,5188,1718,29867,2150,97,196,10,375,13,,160,70712,1095,70,881,88,121,29,,75997,8635,7161,,,308,601,724,1387,2143,2756,3409,4202,92,173,1,584,1107,1344,53,95,33,12580,475,131,791,1526,116,35,382,9949,2388,3,0,0,0,0,0,693,8748,5904,412,39,88,316,3464,16,2854,711,913,941,1619,329,549,400,6,241,2006,328,992,3,20,914,117,1356,18,48,,17,12933,185,21,51,88,29,18,1,,15796,2008
106340947,106340947,340947,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,95819,,NO, 139i,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,304,Basic,14958,10318,,6,2163,2262,4436,3551,3748,3284,1922,1443,1674,798,1,1932,5235,5483,87,233,253,12059,95,499,17,1,,2,24182,85,1,50,0,255,0,95,,8615,5318,763,6397,4189,935,,64,601,8,1514,462,1664,416,5652,1608,49,1468,969,47,721,2480,988,5636,1947,116,178,9,304,12,96,222,19188,2290,137,566,59,127,31,,25282,3586,3024,1,,74,289,408,711,1145,1178,1123,1683,,,,695,918,831,29,54,69,4015,59,100,213,994,124,,6,3921,1189,5,0,0,0,0,0,1173,3580,1323,474,61,93,97,1469,4,882,290,405,575,535,138,167,185,8,90,897,166,610,,,348,37,475,18,38,104,14,5440,63,11,10,19,18,14,2,,6611,2008
106340950,106340950,340950,MERCY SAN JUAN HOSPITAL,6501 COYLE AVENUE,CARMICHAEL,95608,Level II,NO, 139b,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,260,Basic,28341,21836,3,,5428,5760,9468,7038,7093,5136,2986,2373,3416,1482,,1795,5707,5824,127,579,609,35539,336,1732,257,8,3,1,46348,573,2,660,0,240,0,20,,18500,9413,1356,9613,11298,1529,,184,1250,7,2679,925,2951,820,12093,2631,51,2662,2122,47,1756,5101,2252,11120,3715,230,353,24,933,9,203,380,37163,4409,358,1729,275,253,146,,50180,5502,5025,,,260,616,676,1105,1519,1509,1734,2788,164,156,,462,737,709,17,117,100,8385,324,135,484,1624,303,1,84,5727,1835,10,0,0,0,0,0,1618,5501,2097,1181,130,118,106,2132,4,1342,329,479,1090,1741,150,276,214,6,121,1543,263,582,2,29,778,89,662,149,45,447,23,7552,150,48,426,107,31,18,2,,10527,2008
106340951,106340951,340951,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,95823,,NO, 139h,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,162,Basic,21892,15715,2,9,5155,5053,6492,5398,5122,3761,2227,1546,1438,1426,,5214,10456,9831,164,776,328,10849,192,619,115,3,1,12,35951,184,1,319,0,206,0,15,,16728,5516,847,7511,7016,1246,,76,724,7,2127,663,2464,992,8333,2209,41,2451,1365,34,1038,4734,1894,7220,2417,161,198,21,553,19,79,378,28555,3788,190,907,128,193,31,,37618,2687,2201,,,131,251,300,522,773,824,780,1053,126,128,,1057,946,869,15,108,25,1868,212,68,288,541,64,,90,2880,744,1,0,0,0,0,0,1194,2317,822,498,57,63,66,836,3,799,287,247,387,411,82,85,131,11,70,937,129,324,2,18,243,59,352,10,22,86,16,3952,74,5,8,36,16,7,2,,4888,2008
106341006,106341006,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,Level I & Level I - Ped,YES, 139f,, 02 - Golden Empire, Sacramento,General Acute Care,University of California,General Medical / Surgical,613,Comprehensive,20032,21482,,,4502,4645,7290,5985,7263,5822,2474,1288,931,1282,32,827,4898,3040,34,4652,20365,7698,88,1446,151,10,,,39073,218,9,519,0,,0,,,15471,5128,11993,8216,706,546,1,191,866,24,1900,691,1969,726,11020,2968,96,1969,1922,47,1088,3098,1833,10559,2458,155,156,51,1445,16,190,262,29679,3004,370,2999,265,160,304,,41514,6316,8012,,,1010,1486,1466,2232,2809,1767,1241,1134,369,814,,914,2024,1888,24,3172,518,5788,319,174,429,1101,372,,192,10577,895,269,0,0,0,0,0,4540,3931,2837,2413,607,157,239,2112,35,1624,577,654,703,4190,232,419,342,26,267,1358,514,836,10,33,986,169,574,574,64,156,73,9421,366,177,1418,195,58,26,71,,14328,2008
106341051,106341051,341051,SUTTER GENERAL HOSPITAL,2801 L STREET,SACRAMENTO,95816,,NO, 139i,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,306,Basic,21709,17472,,,2522,3196,7452,6704,7106,5543,2534,1698,1902,524,,1960,8812,7201,76,400,52,20680,1105,885,140,,,,36569,10,2,293,0,,0,,177,9260,7414,1687,12158,8662,935,,104,999,9,2593,787,2277,845,9413,2582,85,3031,770,14,1769,3744,2026,7198,2961,195,186,17,865,4,77,376,29176,3659,226,969,180,228,62,,39181,3814,3270,,,71,417,575,1001,1263,1022,998,1737,,,,633,1060,881,8,55,8,4439,59,135,300,936,118,27,51,4322,1121,15,0,0,0,0,0,1624,3575,1043,760,82,13,78,932,3,1206,380,558,586,828,170,237,193,7,124,1062,326,381,,,436,109,535,28,23,19,10,5708,101,17,8,70,8,11,1,,7084,2008
106341052,106341052,341052,SUTTER MEMORIAL HOSPITAL,5151 F STREET,SACRAMENTO,95819,,NO, 139g,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,348,Basic,13386,9380,,,4800,2835,4299,3088,2304,1484,730,642,809,1775,,1647,3625,5979,135,169,84,11127,320,170,34,,,,22092,,,114,0,,0,,36,5956,2542,589,10718,2961,1246,,60,400,7,1421,227,1403,1204,5153,1138,24,1142,507,119,427,2944,893,4451,1637,34,91,5,172,2,2,193,17631,2209,105,430,54,126,75,,22766,2357,1859,,,294,355,294,381,430,442,495,778,273,474,,395,556,751,31,19,6,2458,26,43,127,388,36,6,32,3186,372,,0,0,0,0,0,1516,1627,740,265,68,177,70,925,23,550,247,277,263,283,66,57,108,4,17,624,129,352,2,42,99,32,294,8,4,3,7,3687,34,3,6,22,11,4,2,,4216,2008
106342344,106342344,342344,KAISER FND HOSP - SOUTH SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,95823,,NO, 139h,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,161,Basic,33690,26214,,,7527,7955,9392,7815,8240,6772,4312,3423,2765,1703,,7299,15861,11966,184,1901,1421,21272,211,329,99,159,17,3,58243,173,27,416,46,38,0,75,68,10958,8853,735,31597,7761,1552,,178,1446,7,2595,942,2730,1229,14350,3724,89,2841,1524,84,1808,5502,2133,17170,3754,242,513,18,757,28,,580,44606,6881,296,1569,169,415,76,,59904,3232,2711,,,181,342,354,544,943,1030,1177,1245,43,84,,714,1235,866,21,73,17,3017,267,41,260,842,45,22,122,3582,756,6,0,0,0,0,0,479,3070,2137,243,14,66,87,1289,4,1094,320,393,359,663,98,146,106,4,55,851,161,240,2,5,289,60,571,21,29,,13,4789,81,8,19,36,15,12,,,5943,2008
106344029,106344029,344029,MERCY HOSPITAL - FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,95630,,NO, 139e,, 02 - Golden Empire, Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,85,Basic,11965,9579,,,2532,2657,3609,3172,3321,2273,1274,978,1250,478,,1106,762,1668,43,157,85,17723,465,342,29,1,,1,20217,2,1,117,0,354,0,15,,4072,3189,1185,10270,2828,443,,28,588,4,1217,214,1262,422,6182,1167,21,1496,421,9,595,1851,785,4839,1946,80,150,7,144,1,1,181,15143,2790,199,570,146,167,19,,21544,1669,1276,,,77,164,215,333,408,396,504,836,,12,,123,84,143,5,16,10,2564,172,25,102,342,75,,19,1807,374,29,0,0,0,0,0,208,1561,943,197,36,34,24,530,1,608,119,190,185,310,56,89,61,1,56,364,68,249,,,222,20,183,,12,4,6,2395,38,6,9,43,4,3,,,2945,2008
106350784,106350784,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,95023,,NO,140,, 08 - Mid-Coast, San Benito,General Acute Care,District,General Medical / Surgical,49,Basic,7254,6621,,,2625,2096,2048,1779,1764,1153,613,513,502,782,,89,69,7987,37,8,42,5643,261,368,8,,,2,13169,14,,24,0,1,0,1,27,5010,1534,661,4923,1747,352,,46,256,7,672,207,601,371,3637,568,15,1285,624,23,370,1653,529,2659,930,47,110,10,179,9,58,166,9920,1596,91,535,50,118,56,,13875,694,631,,,63,112,100,148,178,140,214,308,15,47,,17,8,574,,1,1,724,90,15,32,90,2,7,2,944,141,2,0,0,0,0,0,226,652,310,131,6,38,13,261,,269,58,74,63,164,21,19,24,1,12,166,46,92,,4,95,5,82,6,6,34,8,1019,19,5,24,14,1,7,,,1325,2008
106361105,106361105,361105,BARSTOW COMMUNITY HOSPITAL,555 SOUTH 7TH AVENUE,BARSTOW,92311,,NO,149,, 12 - Inland Counties, San Bernardino,General Acute Care,Investor - Corporation,General Medical / Surgical,56,Basic,10900,9361,1,,2966,2973,3670,2615,2843,2012,1105,745,546,787,,164,3595,5077,48,446,99,10833,366,1263,54,3,8,5,18501,20,1,18,17,1,0,5,,7347,2432,1829,5894,2760,966,,39,400,10,1288,366,1029,417,5166,934,18,1478,752,22,546,2931,1005,2895,1266,87,218,23,400,18,77,263,14579,2148,85,895,56,113,33,1,20262,1297,1107,,,88,192,185,273,415,416,385,426,12,12,,19,225,358,7,738,,1057,83,51,47,168,8,19,,1801,224,3,0,0,0,0,0,607,1171,397,148,81,227,52,593,,301,165,147,108,97,36,30,51,6,20,392,47,125,1,6,55,22,132,2,7,75,10,2039,28,1,3,22,4,4,,,2404,2008
106361110,106361110,361110,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,,NO,146,, 12 - Inland Counties, San Bernardino,General Acute Care,District,General Medical / Surgical,9,Standby,4732,4669,,,958,1619,1585,1080,1365,976,730,554,300,230,4,135,110,980,6,112,304,7754,723,74,6,46,,,8501,5,6,13,0,,0,,27,1848,1634,193,3835,1891,252,4,25,343,3,514,88,354,125,3873,273,20,718,271,8,186,734,301,1309,2106,31,86,7,97,18,78,129,5193,1188,97,278,28,61,4,,9401,240,173,,,11,25,24,52,54,71,92,84,,,,1,2,21,,3,3,383,35,3,,49,2,10,1,297,16,,0,0,0,0,0,50,208,120,32,3,1,9,80,,80,22,13,12,27,13,6,13,2,12,64,15,44,,,32,4,24,,1,12,1,331,1,1,2,,2,1,1,,413,2008
106361144,106361144,361144,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVENUE,CHINO,91710,,NO, 151a,, 12 - Inland Counties, San Bernardino,General Acute Care,Investor - Corporation,General Medical / Surgical,126,Basic,14995,13475,,,6439,4579,5276,3833,3132,1863,940,624,409,1369,6,1056,2105,17622,19,490,20,7158,1208,354,90,,,,26809,2,,7,0,,0,,,12064,1854,993,7263,6296,826,4,74,472,6,1443,305,1359,440,7552,1207,23,1772,1644,19,894,4324,1165,4941,2176,130,271,17,446,30,39,402,20456,3115,137,832,145,207,67,,28470,3533,2681,,,222,421,651,1020,969,890,962,1075,,4,,344,615,2717,13,93,1,2431,272,197,101,288,48,213,132,4054,464,445,0,0,0,0,0,1502,2671,1856,78,107,69,57,1129,2,991,278,327,963,401,203,79,388,4,101,735,115,372,,,251,50,322,8,19,47,26,5291,75,1,20,69,14,15,6,,6214,2008
106361166,106361166,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO STREET,MONTCLAIR,91763,,NO, 151c,, 12 - Inland Counties, San Bernardino,General Acute Care,Investor - Corporation,General Medical / Surgical,102,Basic,7885,6130,,,3288,2316,2342,1855,1498,827,376,221,185,1107,,271,1435,8862,13,615,19,2800,250,491,42,1,,,13158,9,1,15,0,1,0,,47,5110,747,198,4878,3082,702,,22,191,5,878,156,759,418,3131,658,18,1261,442,64,520,2175,592,2023,1049,37,102,3,195,13,31,154,10630,1288,65,286,29,92,41,,14015,1829,1211,,,129,245,309,435,434,424,405,595,12,52,,146,377,1385,1,126,5,1000,252,88,74,17,34,3,16,2077,461,18,0,0,0,0,0,1173,1176,494,118,79,92,29,477,1,400,192,197,381,174,55,32,146,,61,407,75,318,,3,156,26,124,8,27,31,10,2581,34,,16,19,3,5,,,3040,2008
106361223,106361223,361223,KAISER FND HOSP - FONTANA,9961 SIERRA AVENUE,FONTANA,92335,,NO, 151f,, 12 - Inland Counties, San Bernardino,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,420,Basic,39033,30176,7,,8820,8780,10432,8977,9628,8174,5401,3892,2791,2321,,1729,9414,29956,274,1361,6051,20431,268,366,74,32,48,6,67673,45,13,325,31,91,0,228,16,7219,9296,135,42888,9678,2122,,362,1994,22,4335,1222,4063,1253,14563,3965,102,4331,1572,170,2293,6720,2108,18019,4145,239,1022,30,328,22,,674,53158,7023,226,1684,172,412,81,,69216,6899,6029,,2,375,605,856,1554,2244,2252,2519,2124,122,279,,402,1893,4085,19,97,162,6272,379,175,369,1012,162,7,91,9885,832,18,0,0,0,0,0,694,5855,5855,515,11,111,281,2496,17,2063,762,725,895,1163,314,387,303,17,223,1481,273,1396,,23,570,81,1101,29,38,,35,10720,198,21,63,38,21,14,1,,12930,2008
106361246,106361246,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON STREET,LOMA LINDA,92354,Level I & Level I - Ped,YES, 151i,, 12 - Inland Counties, San Bernardino,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,709,Basic,21437,19595,,,9479,6677,5682,4258,4064,3303,1872,1210,1042,3445,,1021,4135,14283,40,40,42,21471,381,367,106,,76,,39031,105,2,860,0,78,0,22,4,13354,4238,5469,12749,5222,1017,,235,624,64,2341,548,1833,693,9041,2320,98,2085,1903,126,1700,4136,1401,10867,2201,171,186,4,468,95,3,384,32178,2973,202,1697,130,301,39,,41032,6126,6496,,,1480,912,718,1277,1578,1327,1176,1324,1045,1785,,400,1210,4665,14,42,16,6275,252,130,397,753,210,1,129,9590,1147,13,0,0,0,0,0,4452,3916,3059,695,500,78,296,1834,162,1634,635,547,715,2543,286,341,519,31,122,1279,274,1194,1,131,489,72,712,191,113,6,38,10015,186,30,641,71,43,15,,,12622,2008
106361266,106361266,361266,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,,NO,147,, 12 - Inland Counties, San Bernardino,General Acute Care,District,General Medical / Surgical,17,Standby,3271,2915,,,857,1042,868,697,827,659,541,321,199,175,,53,125,619,23,205,47,5114,53,83,11,,,2,5655,17,,15,26,41,0,283,,1221,679,238,2999,1049,61,,13,209,3,394,76,320,75,2304,294,9,379,165,3,191,721,271,698,1036,42,12,2,77,,2,159,3767,765,46,159,16,98,5,,6186,167,106,,,12,36,26,25,40,35,37,41,8,13,,2,3,28,2,1,3,234,7,5,2,,5,5,,225,24,,0,0,0,0,0,57,102,72,37,5,24,3,26,,81,6,14,4,30,9,3,9,,1,44,6,12,,1,23,2,,,,1,1,240,4,,1,,1,,,,273,2008
106361308,106361308,361308,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BOULEVARD,REDLANDS,92373,,NO, 151j,, 12 - Inland Counties, San Bernardino,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,171,Basic,16538,11822,,,3943,4068,5353,3810,3446,2460,1491,1159,1540,1090,,418,1547,7877,31,404,191,17892,473,195,66,2,61,17,27489,50,,,0,,0,,7,9072,3386,434,10725,4743,758,,64,707,7,1907,316,1489,504,6245,1872,31,1815,1242,69,860,3379,1312,5783,2086,138,188,13,395,42,136,282,21113,2916,128,705,43,148,27,,28360,3462,2628,,,154,383,428,628,885,921,1081,1580,4,26,,94,238,970,10,60,7,4711,204,73,238,578,92,90,105,3573,1137,,0,0,0,0,0,798,3433,1713,131,15,43,50,1249,5,890,245,247,483,458,76,157,72,5,759,827,137,383,,4,301,55,429,2,24,171,11,4915,42,3,4,118,2,13,,,6090,2008
106361318,106361318,361318,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,91786,,NO, 151c,, 12 - Inland Counties, San Bernardino,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,279,Basic,20946,16836,,,4865,4684,6970,5650,5148,3761,2250,1812,1671,971,,837,4157,14877,26,2299,447,15139,505,203,104,1,2,,36712,163,,63,0,18,0,9,2,4299,5544,1078,18806,8055,1037,,112,875,8,2011,656,2290,714,9650,2153,59,1993,786,42,810,4004,1452,9130,3237,193,360,21,453,7,88,397,27637,3569,148,1299,88,242,43,,37782,6131,4974,,,400,636,807,1307,1604,1687,1832,2215,239,378,,382,927,3383,15,534,35,5829,216,83,312,1173,51,361,326,7243,1339,1,0,0,0,0,0,969,5302,4092,552,190,224,176,2188,15,2036,543,603,807,964,246,269,226,5,109,1570,252,815,,57,470,88,657,12,18,67,20,9514,116,13,45,57,21,7,,,11105,2008
106361323,106361323,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,,NO, 151g,, 12 - Inland Counties, San Bernardino,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,196,Basic,19781,14392,1,,8153,5673,6169,4071,3356,2257,897,543,320,2735,,345,8208,19695,29,311,40,5546,438,778,54,2,6,70,32727,47,6,46,0,,0,,,19192,2114,662,4070,8136,1564,,88,403,9,2405,251,1832,861,7049,1505,57,2536,1819,78,473,6209,1857,5178,2281,122,187,9,552,46,126,490,26631,2843,117,476,35,245,14,,34174,2964,2336,,,201,426,520,839,1064,640,564,535,294,217,,107,1324,2455,11,53,2,1348,186,181,100,382,203,21,2,3737,483,5,0,0,0,0,0,2560,1622,612,458,48,130,116,841,2,795,279,190,343,315,74,48,69,5,364,804,177,691,3,54,143,77,198,8,70,55,22,4547,50,1,4,102,22,1,,,5300,2008
106361339,106361339,361339,ST. BERNARDINE MEDICAL CENTER,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,,NO, 151k,, 12 - Inland Counties, San Bernardino,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,427,Basic,22829,17163,,,7102,5702,6928,4882,5022,3442,1900,1438,1172,2404,,782,9981,15194,64,178,1113,12680,431,2016,112,,,,37408,1,,,0,2,0,21,1,18445,4818,1450,5518,9761,1611,,144,727,10,2313,791,2310,706,8455,2386,35,1899,1243,180,796,5355,1973,9058,2517,156,317,33,749,11,239,526,30594,3754,92,656,71,229,48,,39992,4345,3626,,,145,336,411,894,1474,1460,1418,1526,162,145,,231,1436,2496,12,95,22,3679,261,223,312,801,198,41,,5000,1127,8,0,0,0,0,0,2035,3952,1373,467,144,66,178,2202,4,969,419,313,702,542,139,136,83,13,53,1048,192,873,4,35,328,37,537,21,32,416,20,6379,102,2,14,34,35,11,3,,7971,2008
106361343,106361343,361343,ST. MARY REGIONAL MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,92307,,NO, 145.1b,, 12 - Inland Counties, San Bernardino,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,186,Basic,29133,21275,1,,8231,7750,8695,6556,6208,4588,2536,1836,1362,2646,1,163,5792,10898,88,301,203,32964,1145,352,60,,,,48730,21,,88,0,,0,,13,6779,951,2053,31385,9241,2706,,229,1093,17,2397,707,3244,1329,10251,2726,77,3512,1320,257,981,6564,2192,10807,3300,165,276,46,593,6,296,480,38459,4495,199,1612,149,279,54,,50409,5146,4533,,,263,382,506,1169,1629,1639,1888,1743,243,217,,69,899,1545,10,44,18,7094,194,220,191,1087,53,86,36,7070,721,21,0,0,0,0,0,1034,3701,4235,533,176,117,179,2432,6,1487,540,468,496,597,150,202,188,5,40,1204,222,1277,2,67,340,48,640,10,38,403,29,7968,105,5,28,24,30,10,1,,9679,2008
106361370,106361370,361370,VICTOR VALLEY COMMUNITY HOSPITAL,15248 ELEVENTH STREET,VICTORVILLE,92392,,NO, 145.1a,, 12 - Inland Counties, San Bernardino,General Acute Care,City and/or County,General Medical / Surgical,99,Basic,16272,11743,,,5395,4734,5018,3855,3490,2105,908,544,379,1586,1,283,5698,10740,41,592,70,10591,61,2466,98,2,,1,25081,41,,,88,,0,129,48,6370,1488,401,13690,6066,1051,,67,402,6,1391,299,1592,464,6060,1581,34,2487,797,94,607,4133,1328,5622,1802,89,155,20,370,59,66,280,21358,2524,143,797,168,169,15,,28015,1653,1370,,,121,224,306,463,503,354,367,403,115,167,,52,496,927,8,72,7,1461,67,112,89,134,42,13,6,2334,192,34,0,0,0,0,0,1114,958,536,271,144,75,65,487,,533,229,201,141,199,34,38,74,2,14,530,93,291,,17,91,27,126,10,12,100,11,2560,40,2,14,16,9,5,,,3023,2008
106361458,106361458,361458,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVENUE,NEEDLES,92363,,NO,143,, 12 - Inland Counties, San Bernardino,General Acute Care,University of California,General Medical / Surgical,25,Basic,5336,4560,,,1030,959,1425,1589,1911,1438,827,362,191,164,,16,223,1038,490,39,68,8022,43,99,11,,,5,9633,,,2,0,,0,103,,4563,1925,359,1570,1479,50,,2,190,2,750,106,290,82,1725,1044,24,1793,452,9,241,1504,485,1147,578,16,47,3,82,13,34,93,8066,731,38,165,8,22,,,9896,344,267,,,17,35,52,101,118,107,96,67,7,11,,3,6,70,67,6,5,454,32,18,19,,17,1,,516,8,,0,0,0,0,0,28,255,190,73,65,3,12,76,,111,38,31,12,58,6,36,8,47,6,105,28,33,1,,31,6,10,2,1,8,3,515,1,1,23,5,1,3,1,,611,2008
