oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Unknown,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear,a_English,a_Spanish,a_All_Other,English,Spanish,All_Other
106301342,106301342,301342,ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,,NO,116f,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,347,Basic,25516,20542,,,5705,5401,6921,5677,5871,5109,3462,2976,3770,1166,,3136,1080,11543,9,1418,140,28732,1028,185,111,,1,53,43843,470,,297,0,,0,,70,7916,7588,2590,21626,6338,1141,,90,1300,7,2005,594,2435,1015,10567,2803,59,3088,789,33,1432,4681,1582,12437,4026,149,389,12,434,26,2,400,34030,4677,305,1212,118,256,22,,46058,4722,3996,,,173,360,499,809,1118,1298,1682,2675,50,54,,809,119,1411,,112,16,6251,358,78,349,924,172,65,77,5198,1497,,0,0,0,0,0,696,5165,2061,692,104,94,127,2174,5,1468,333,478,687,895,210,246,185,9,63,1009,171,545,,19,586,52,854,12,22,78,18,6902,98,8,24,28,16,17,3,,8718,2009,7647,594,477,41310,3859,889
106301379,106301379,301379,WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,92804,,NO,116c,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,167,Basic,12837,11577,,,3900,3081,4354,3435,3684,2571,1129,813,762,685,,1690,1529,8485,6,1539,34,11131,661,1094,123,,,,22027,106,,401,0,2,0,,,10560,3053,1587,4386,4828,607,1,68,415,6,990,415,1265,327,4984,1334,24,1324,1890,6,1623,3198,1026,4911,1479,55,187,14,347,6,8,178,18530,2742,55,543,78,112,80,,24414,3477,2996,,,81,275,354,779,1045,1033,1237,1668,,1,,792,268,1281,5,291,14,3822,580,207,223,162,62,,306,3336,1595,2,0,0,0,0,0,1207,3839,786,605,36,35,80,1092,,845,336,346,1229,408,121,67,133,9,473,693,111,495,,,301,75,388,11,27,6,5,5414,130,4,20,51,30,10,1,,6473,2009,5535,491,447,21339,2622,453
106301566,106301566,301566,WESTERN MEDICAL CENTER - SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Level II,NO,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,282,Basic,10217,8773,,,2485,2150,3730,2896,2632,1931,1050,626,652,838,,743,595,10121,10,700,49,6772,339,237,58,28,7,22,17950,128,5,153,1,62,0,,,115,3988,1784,9355,3748,1239,,48,428,5,896,218,1071,400,4331,954,20,962,944,69,567,1979,741,4118,1224,109,140,24,299,,85,144,14282,1748,103,644,63,117,8,,18990,2603,2887,,,302,665,547,727,903,667,662,813,75,129,,67,146,2226,5,186,327,2533,174,125,209,360,218,42,36,3636,618,72,0,0,0,0,0,862,1576,1078,194,1780,175,58,892,5,663,208,193,313,1714,66,86,102,12,91,456,107,321,10,18,454,43,440,165,3,38,14,3282,197,47,681,78,24,18,6,,5490,2009,4027,1295,168,13446,5373,171
106304045,106304045,304045,HOAG HOSPITAL IRVINE,16200 SAND CANYON AVENUE,IRVINE,92718,,NO,116o,,13 - Orange,Orange,General Acute Care,0,,176,0,138,142,,,20,39,50,39,44,36,16,10,19,7,,22,14,12,,26,1,205,4,6,,1,,,267,1,,1,0,,0,,,6,40,19,193,22,5,,1,10,,10,1,16,5,82,15,,12,3,,11,26,9,74,38,1,2,,2,1,,,194,32,2,7,1,,,,280,52,36,,,1,5,6,13,8,8,18,29,,,,11,2,7,1,8,,59,8,,3,12,1,,,54,10,,0,0,0,0,0,6,53,20,4,5,1,3,14,,11,2,4,5,12,,2,1,,3,18,2,10,,,12,,9,,,2,,63,1,,1,,,,,,88,2009,79,,9,276,,4
106304113,106304113,304113,CHILDRENS HOSPITAL AT MISSION,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,,NO,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,Basic,7276,9215,1,,8998,5541,,,,,,,,1953,,755,312,4845,8,272,244,10056,91,13,2,,,,16309,,,69,0,8,0,,,4810,,457,9921,1304,20,,31,22,5,286,126,393,447,5571,265,9,967,587,82,253,2772,473,4183,2322,87,59,4,60,11,12,163,10694,2409,219,226,34,186,6,,16492,566,783,,,488,,,,,,,,279,582,,74,27,337,,16,12,883,40,,9,11,8,,1,1279,1,,0,0,0,0,0,343,,933,33,40,,14,18,15,225,62,53,51,282,16,3,58,3,24,331,32,117,,45,91,25,16,7,3,12,4,1047,47,27,36,11,15,8,,,1349,2009,1142,192,15,13635,2706,151
106310791,106310791,310791,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,95602,,NO,119,,02 - Golden Empire,Placer,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,97,Basic,11325,9799,,,2034,2337,3142,2493,2897,2682,1787,1393,1959,400,,123,188,1384,136,20,21,19252,893,101,33,,,,19996,,,84,0,,0,,17,5402,5375,892,6160,3295,414,,41,682,4,1224,308,929,152,5529,1391,41,1195,468,9,1001,2243,788,4705,1900,95,109,12,211,89,6,328,15281,2154,158,534,68,167,12,,21124,1461,1156,,,52,98,125,234,343,403,496,856,5,5,,25,13,67,15,,,2497,120,8,92,375,19,19,4,1382,593,5,0,0,0,0,0,229,1676,526,162,24,19,59,407,,477,101,166,292,356,38,86,34,,32,425,76,48,,1,219,53,354,,17,9,9,1883,27,6,13,22,5,,,,2617,2009,2570,25,22,20408,543,173
106311000,106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,95661,Level II,NO,121.1,,02 - Golden Empire,Placer,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,283,Basic,32007,24252,8,,7706,6979,9800,7868,6905,5079,3638,2914,3712,1665,1,1256,1705,6277,30,732,202,46065,862,244,73,9,4,,54226,1,5,538,0,232,0,,73,12162,10139,2277,22289,9400,1454,,116,1367,19,3115,792,3913,1010,13660,2963,92,3993,1126,63,2210,6761,2128,11485,4668,309,439,30,503,35,24,484,41704,5444,448,1589,177,379,34,,56267,4735,4357,1,,309,615,644,961,1208,1355,1548,2227,64,162,,220,190,643,6,88,30,7916,326,61,373,1122,372,22,83,5589,1141,4,0,0,0,0,0,1199,4705,2244,727,218,83,122,1624,5,1564,257,510,584,1769,143,223,158,11,74,1278,287,376,1,24,667,96,833,53,36,15,24,6617,158,59,429,80,8,15,3,,9093,2009,8699,200,194,53087,2091,1089
106320859,106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,500 1ST STREET,PORTOLA,96122,,NO,124,,01 - Northern California,Plumas,General Acute Care,District,General Medical / Surgical,9,Basic,1789,1398,,,284,383,354,288,351,496,350,251,364,66,,6,41,98,26,145,125,2746,217,20,5,,,3,2574,3,,,356,6,1,,2,936,1069,127,956,99,75,2,7,187,2,243,85,140,74,871,175,3,228,41,4,87,375,113,475,301,15,60,5,20,21,41,56,2178,342,28,77,13,26,4,,3187,244,180,,,7,17,24,39,83,67,56,131,,,,1,3,21,8,1,10,380,55,8,14,10,1,2,,296,38,,0,0,0,0,0,60,266,52,38,8,,2,104,,50,20,16,13,34,6,7,13,5,27,85,9,33,,,21,6,23,,7,12,2,343,1,1,4,3,,,1,,424,2009,416,2,6,1925,20,1242
106320986,106320986,320986,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,95971,,NO,123.1,,01 - Northern California,Plumas,General Acute Care,District,General Medical / Surgical,25,Standby,2484,2054,2,,432,575,654,479,546,600,457,356,353,87,1,22,156,145,101,88,,4028,176,23,11,,,,4168,74,,,0,73,0,15,,921,1195,197,1653,574,103,,7,226,,314,76,181,109,1428,232,24,206,90,3,117,458,165,801,395,33,41,10,40,45,66,99,2921,639,53,112,16,57,13,,4540,178,113,,,14,21,18,22,41,52,39,79,1,4,,,12,5,8,3,,263,,1,5,,14,,,229,42,,0,0,0,0,0,42,174,48,19,8,10,,43,1,81,10,28,8,24,3,5,1,,1,55,13,8,,,12,10,2,,1,3,3,248,6,4,,,2,,,,291,2009,288,2,1,4519,15,6
106321016,106321016,321016,SENECA HEALTHCARE DISTRICT,130 BRENTWOOD DRIVE,CHESTER,96020,Level IV,NO,125,,01 - Northern California,Plumas,General Acute Care,District,General Medical / Surgical,10,Standby,1622,1391,,,265,329,399,330,433,387,336,249,231,54,,6,12,45,36,,99,2815,143,1,6,1,,107,2705,,,,44,5,0,,1,782,732,83,1032,384,14,,6,101,,191,49,124,86,882,188,1,311,90,2,64,346,87,471,275,13,60,6,15,2,,69,1991,425,58,67,2,27,2,1,3013,106,87,,,3,9,11,10,27,28,38,63,,4,,,,190,,,3,,12,1,7,,,3,,151,19,,0,0,0,0,0,27,119,36,9,2,,2,31,,37,9,13,4,8,2,4,3,2,3,50,7,18,,,4,4,32,,3,1,,146,1,1,,,,1,,,193,2009,193,,,2996,13,4
106331152,106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,800 SOUTH MAIN STREET,CORONA,91720,,NO,135d,,12 - Inland Counties,Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,160,Basic,21800,17267,,,7692,5581,6373,5057,4637,3024,2030,1467,1413,1793,,752,2500,11772,47,7167,600,16229,239,711,,10,2,,37627,104,6,123,0,35,0,,210,4857,2604,864,23072,7670,1556,,142,831,11,2414,451,2253,1106,9211,1715,66,2558,1188,95,1189,6179,1558,6544,3032,139,342,25,428,19,73,457,29358,3586,235,998,132,214,29,,39067,3112,2322,,,187,329,408,648,695,883,909,1146,76,153,,187,352,1676,7,464,45,2703,274,114,169,400,209,,1,3665,562,40,0,0,0,0,0,823,2360,1772,381,98,135,118,1003,5,989,274,265,363,394,70,105,86,4,64,785,102,660,,12,224,20,266,4,16,208,4,4568,48,4,15,34,9,13,1,,5434,2009,4467,733,234,32461,5489,1117
106331164,106331164,331164,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,Level II,NO,129.4,,12 - Inland Counties,Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,333,Comprehensive,27103,24850,7,,8709,6108,7833,6240,6901,5230,3271,2616,2453,2599,,536,3955,21242,130,1054,681,24362,240,836,102,,3,3,49707,407,16,625,0,4,0,,17,7731,8283,4503,24702,6741,1739,,208,994,9,2664,595,3003,1439,10551,2371,91,3118,4231,235,1528,8048,2081,9055,3265,124,651,28,692,31,370,451,39874,3976,232,1731,167,225,143,,51960,4080,4556,,,196,491,501,1019,1456,1416,1539,1688,160,170,,127,460,1865,19,155,66,5944,106,144,298,375,166,109,8,5839,1589,2,0,0,0,0,0,1625,4383,1676,718,234,85,126,1853,9,1199,292,432,323,1246,107,207,190,16,94,985,255,1165,2,50,581,72,546,60,34,387,30,6342,102,18,361,52,21,28,2,,8636,2009,8035,568,33,46162,5509,289
106331168,106331168,331168,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,,NO,129.1,,12 - Inland Counties,Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,313,Basic,22976,18773,,,4771,3599,4741,3947,4300,4211,4459,5021,5676,1024,,398,1105,11262,100,1040,225,27619,249,242,110,6,,11,40807,168,16,113,0,27,0,,,7523,13396,1811,13507,5512,462,,137,1428,2,2239,469,2720,861,9234,2562,70,2616,1017,12,859,4698,1380,10983,3664,97,442,24,196,3,3,488,31907,3823,169,631,51,240,11,,41749,5896,6158,,,148,353,388,795,1314,2024,2899,4000,38,95,,93,202,1555,14,199,13,9978,154,107,367,1025,371,135,108,7605,2179,3,0,0,0,0,0,708,8200,2449,584,113,49,208,2853,9,1956,503,632,572,1178,267,314,310,4,150,1314,275,1458,,2,802,84,1092,9,28,35,23,9731,105,16,43,43,35,8,,,12054,2009,11413,607,34,39225,2429,95
106331194,106331194,331194,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,92543,,NO,132,,12 - Inland Counties,Riverside,General Acute Care,District,General Medical / Surgical,304,Basic,17733,13482,,,4451,3976,4778,3683,3740,3012,2064,1819,2579,1113,,282,3212,9116,106,144,60,18295,687,491,144,5,,,28832,293,13,586,0,6,0,,158,11886,6984,1048,4988,6309,867,3,67,918,6,2042,501,1675,913,8087,1364,42,2718,929,39,1376,3778,1128,4762,2465,147,376,24,519,17,49,388,22550,3310,205,780,184,171,29,1,31215,4905,3766,,,120,318,387,742,1109,1346,1770,2718,55,106,,79,402,1452,19,26,11,6682,515,288,328,625,67,3,149,5010,1686,,0,0,0,0,0,1301,5907,834,529,100,113,192,1986,,1103,430,448,417,842,135,212,179,13,122,1219,178,1065,3,14,620,63,425,14,22,94,20,7159,134,12,21,48,23,15,1,,8671,2009,8303,350,18,29721,1466,28
106331216,106331216,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,47-111 MONROE STREET,INDIO,92201,,NO,128,,12 - Inland Counties,Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,156,Basic,19140,17639,,,8753,5113,5495,4149,3681,2761,1919,1319,988,2601,,147,967,27171,57,44,77,8316,385,2159,54,2,,,33645,99,6,429,0,,0,,,5049,3784,2014,18665,7267,1350,,105,661,17,2828,636,1716,1620,7985,1204,32,2592,1526,175,1415,6079,1207,5631,2545,141,294,26,683,28,177,628,27605,3181,181,777,175,247,91,,36779,2268,1972,,,218,292,268,326,537,635,621,626,302,415,,21,111,2714,3,4,3,1384,166,75,103,203,48,40,,3106,494,5,0,0,0,0,0,1451,1517,1030,212,30,175,83,659,6,750,232,262,223,348,37,68,102,3,24,819,142,251,3,53,183,29,300,7,40,199,36,3319,56,6,13,34,11,6,1,,4240,2009,3002,1230,8,26579,10157,43
106331288,106331288,331288,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,92225,,NO,126,,12 - Inland Counties,Riverside,General Acute Care,District,General Medical / Surgical,51,Standby,4565,4968,,,1195,1062,1470,1203,1458,1134,912,497,294,308,,36,1168,3191,26,132,12,4968,404,432,17,,,,8310,2,,9,0,116,0,240,3,2939,1791,1166,2483,1154,117,,76,347,3,529,204,551,128,2277,354,15,839,740,2,251,1195,381,1524,660,56,116,10,166,66,6,212,6845,982,47,272,28,62,5,,9533,379,634,,,28,70,97,191,150,197,141,115,6,18,,6,133,371,2,11,1,489,80,21,24,,5,1,,544,68,270,0,0,0,0,0,127,378,443,38,27,15,22,133,,205,65,51,40,64,19,12,21,1,7,209,58,89,,2,18,3,45,11,4,30,12,857,14,,6,5,3,5,,,1013,2009,774,71,168,7698,397,1438
106331293,106331293,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,92503,,NO,135c,,12 - Inland Counties,Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,193,Basic,20554,15704,,,8555,5436,5811,4523,3975,2708,1363,884,781,2222,,550,2885,20083,81,344,,12315,437,688,70,1,2,7,34976,60,,,0,4,0,11,2,19621,3932,405,4038,8262,1212,,110,516,9,2473,356,2140,786,7254,1828,51,2676,981,123,1031,6876,1626,6210,2153,124,391,17,353,35,163,452,28349,3277,133,524,101,155,31,,36258,2403,1857,,,159,253,287,444,636,676,718,774,136,177,,124,368,1683,5,58,,2022,309,137,149,219,,11,,2613,822,,0,0,0,0,0,1260,2133,534,306,27,102,59,711,2,745,216,284,325,267,55,63,92,1,35,731,103,425,,44,183,22,189,8,21,178,9,3511,75,3,6,37,12,5,1,,4260,2009,3656,597,7,29535,,6723
106331312,106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,Level II,NO,135a,,12 - Inland Counties,Riverside,General Acute Care,Investor - Partnership,General Medical / Surgical,373,Basic,39870,29218,,,11298,9248,14162,8999,8031,6275,3342,2420,2377,2936,,1536,8611,32749,71,1112,515,24494,249,692,129,54,32,68,66792,267,33,371,0,19,183,199,,9707,8337,21642,15593,13809,3525,,182,1372,14,2743,820,3109,2256,13947,3551,70,4894,4020,153,1881,9012,2559,14980,4304,230,607,26,1113,173,229,681,52528,5625,342,2599,225,304,101,1,69088,5548,5017,,,386,752,721,1243,1780,1719,1706,1970,124,164,,276,1146,3359,6,473,60,5245,140,186,391,739,250,46,33,7078,1688,14,0,0,0,0,0,2025,5267,2425,638,210,256,144,2318,12,1625,431,564,857,1556,174,285,209,16,70,1068,152,789,1,38,656,47,920,134,44,28,15,8020,188,41,374,61,17,18,1,1,10565,2009,9682,816,67,63174,5643,271
106331326,106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,600 HIGHLAND SPRINGS AVENUE,BANNING,92220,,NO,134,,12 - Inland Counties,Riverside,General Acute Care,District,General Medical / Surgical,61,Basic,13456,10737,,,4171,3572,3816,2917,2658,2053,1324,1266,1419,997,,517,2333,8158,277,568,,12340,628,334,45,2,,21,22730,185,2,,0,167,0,,79,9533,7006,405,2870,4379,477,,60,644,10,1577,292,1156,576,5115,1408,14,1503,1294,82,590,3701,1096,4598,1688,80,178,11,280,124,83,253,18570,2177,75,446,60,99,69,,24193,1753,1265,,,60,137,156,266,428,475,621,871,3,1,,94,215,518,28,12,,2151,188,122,99,233,2,13,23,1764,572,2,0,0,0,0,0,473,1744,582,185,34,71,56,732,1,412,128,198,168,142,50,41,61,4,30,462,47,412,,3,127,14,141,2,8,43,7,2610,21,2,5,16,6,16,,,3018,2009,2875,113,30,23117,955,121
106334018,106334018,334018,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,92585,,NO,133.1,,12 - Inland Counties,Riverside,General Acute Care,District,General Medical / Surgical,84,Basic,9081,6909,2,,1920,2043,2236,2118,1815,1431,1217,1275,1625,312,,180,1308,4096,72,120,42,10174,466,178,74,,,,15060,37,3,14,0,122,0,,38,4648,4054,504,3694,3092,223,1,42,499,2,1144,334,929,423,4340,688,31,1206,385,3,799,2110,574,2259,1337,93,207,8,153,6,71,235,11300,1800,124,470,91,88,9,,15992,2140,1635,,,27,82,119,274,405,585,884,1399,,,,46,252,539,7,31,3,2897,370,111,135,261,37,1,78,2275,507,,0,0,0,0,0,283,2834,387,200,71,6,87,979,,533,181,266,202,316,46,78,37,4,33,574,74,359,,,248,27,154,,7,26,7,3209,49,5,9,23,3,7,1,,3775,2009,3603,158,14,15266,704,22
106334025,106334025,334025,KAISER FND HOSP - RIVERSIDE,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,,NO,135d,,12 - Inland Counties,Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,215,Basic,18337,14555,1,,4084,4226,4615,4091,4529,4119,2816,2023,1554,836,,1156,4307,10744,57,1959,1288,13382,93,159,39,38,44,5,31864,58,33,352,2,1,0,197,8,2704,5221,198,22294,2476,626,1,153,1060,8,2230,647,2025,1079,6462,1979,86,2060,953,68,1598,3378,867,7613,1913,132,458,19,243,13,,288,26098,2672,122,671,64,165,35,,32893,3163,2756,,,157,324,344,661,970,1116,1182,1011,44,110,,221,872,1338,13,41,16,3418,276,43,167,670,66,3,33,4018,643,,0,0,0,0,0,180,2911,2717,105,6,49,182,1172,5,1017,349,378,485,404,102,139,125,5,71,717,80,628,,11,246,32,504,3,10,,4,5014,52,7,16,17,8,6,,,5919,2009,5521,345,53,29617,2972,304
106334048,106334048,334048,KAISER FND HOSPITAL - MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,92555,,NO,134,,12 - Inland Counties,Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,71,Basic,14991,10570,1,,5498,4378,4134,3127,2565,1864,1172,846,593,1385,,661,7015,9105,36,2785,16,5944,325,217,18,11,2,1,24736,9,1,94,48,1,0,83,16,11136,2368,608,7814,3636,1040,1,59,394,6,1294,352,1582,423,5575,1166,44,1575,466,103,550,5009,1022,4901,1812,108,285,6,226,7,,297,19691,2401,125,450,31,117,6,,25562,1654,1211,,,102,233,243,391,485,464,439,415,40,53,,140,781,976,5,51,8,904,264,58,47,152,63,4,9,2102,165,1,0,0,0,0,0,696,1179,780,166,44,58,78,509,,397,161,135,142,94,32,25,59,,308,345,39,462,,21,45,21,145,3,7,,5,2578,22,1,2,30,5,1,,,2865,2009,2522,317,26,22901,2566,95
106334068,106334068,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,,NO,131a,,12 - Inland Counties,Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,96,Basic,36427,27562,,,9510,9177,10493,8646,8298,5877,3639,3255,2924,2170,,1851,4104,13544,164,4124,726,39476,1356,2637,2,23,4,,58911,107,21,339,0,293,2,,294,7939,4733,4411,37129,9777,2523,,233,1609,10,2866,868,3713,775,15978,3477,93,3759,1633,156,1564,7005,1908,15819,5121,277,639,35,733,37,117,835,46493,5774,508,2636,328,332,124,,63989,6388,5167,,,349,647,824,1430,1751,1827,2132,2539,8,48,,388,534,1599,28,484,84,8438,652,215,299,764,173,,38,8302,1104,8,0,0,0,0,0,1031,4852,4580,758,334,143,223,2420,11,1915,471,647,447,1487,251,237,284,7,109,1204,210,1481,1,7,694,91,756,48,23,41,32,9195,135,60,355,74,36,15,,,11555,2009,10727,513,315,60221,2345,1423
106334487,106334487,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,92555,Level II,YES,134,,12 - Inland Counties,Riverside,General Acute Care,City and/or County,General Medical / Surgical,362,Basic,43017,39093,,,9096,9417,16653,12802,13972,11264,4693,1248,664,2301,,1337,15432,39968,75,762,614,23922,31,269,104,,,2,81075,10,1,298,0,,0,320,,25681,3865,14329,6628,31607,2315,,209,1524,48,5603,1310,5148,1916,14219,6648,221,4788,7586,55,1983,9305,3778,15454,3864,161,186,45,1431,50,17,513,67652,4863,326,2227,290,441,44,,82110,6050,7017,,,975,1790,1601,2605,2591,1458,766,523,251,507,,153,2343,8478,8,191,94,1800,320,105,138,166,346,17,530,10058,526,861,0,0,0,0,0,3246,1711,2600,4327,1183,188,274,1604,11,1686,736,615,387,1328,238,249,275,28,2547,1105,433,1314,,49,365,57,336,166,41,22,28,11220,97,36,354,302,35,7,1,,13067,2009,10667,2268,132,67910,13314,886
106340913,106340913,340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,2025 MORSE AVENUE,SACRAMENTO,95825,,NO,139d,,02 - Golden Empire,Sacramento,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,288,Basic,63623,47331,2,,10523,12305,15747,13464,14500,13660,10679,8950,9134,1994,,4858,11134,13053,391,1667,2884,76969,292,1564,161,243,44,33,106208,655,78,1106,24,6,0,413,129,10789,23318,332,64066,12451,1994,,414,4203,28,5689,1941,6139,1700,24436,5864,162,6003,1986,111,3965,10232,3447,32642,8056,497,1147,45,981,74,,976,84457,10613,644,2272,342,725,127,,110956,9013,7316,,,385,598,834,1448,2222,2854,3406,4323,88,171,,677,1135,1316,68,153,45,12935,433,123,749,1684,147,4,501,10243,2444,1,0,0,0,0,0,795,8824,6174,478,58,101,278,3221,15,2946,744,898,1380,1818,320,553,404,25,308,1931,338,1028,2,19,1058,116,1428,17,55,,34,13174,226,28,44,97,37,10,5,,16329,2009,15915,187,227,105978,2578,2400
