oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Other,disp_Invalid_Blank,disp_Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_inv_Payer,dx_Certain_Perinatal_Conditions,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health_St,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Unacceptable_principal_diagno,ED_Visit,All_Other_Languages,English,Spanish,Unknown_lang,blank_inv_lang,Zip_Blank_Invalid,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_racegrp_aman,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_nhpi,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_racegrp_inv_blank,a_eth_Hispanic,a_eth_NonHispanic,a_eth_Unknown,a_eth_Blank_Invalid,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_disp_Childrens_or_Cancer,a_disp_Disaster_Care_Site,a_disp_Other,a_disp_CAH,a_disp_Invalid_Blank,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_inv_Payer,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_dx_Certain_Perinatal_Condition,a_dx_Factors_Influencing_Health_,a_dx_Pregnancy_Childbirth,a_dx_Congenital,a_dx_Unacceptable_principal_diag,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish,a_Unknown_lang,a_blank_inv_lang,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Zip_Unknown,a_Zip_Foreign,a_Zip_Blank_Invalid,ED_STATIONS_ON_1231
106304409,304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,General Acute Care Hospital,Orange,3440 E La Palma Ave,Anaheim,92806,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 37,District 68,Brea East/Placentia Central and North/Yorba Linda,Urban,50314,42366,1,5735,6457,13368,12751,11622,12786,11435,9300,7772,1455,,319,11580,3592,489,631,30114,3753,42203,,30966,59144,2571,,481,1602,14,82,1156,190,28,7,989,106,4,87663,358,,,1,,13745,21894,101,54415,2526,,109,8679,33,5988,425,1230,1286,1016,1424,6547,5424,16023,3101,5848,387,4101,2020,6324,2544,20155,17,92681,1641,84324,6334,295,87,21,91364,2,984,309,1,5155,5908,,181,520,800,1076,1671,2110,2222,2281,64,138,,36,1482,339,27,91,3036,169,5883,,3151,7828,84,,196,116,457,3061,358,,,18,24,,6054,772,,4,3,,,811,5616,14,4535,86,1,1357,2076,135,7,417,11,471,3327,887,103,327,502,279,655,196,170,18,31,79,15,,11063,268,9784,992,3,16,10935,94,32,,,2,36
106304460,304460,HOAG ORTHOPEDIC INSTITUTE,General Acute Care Hospital,Orange,16250 Sand Canyon Ave,Irvine,92618,Investor - Limited Liability Company,,,,,50-99,District 37,District 74,Irvine Central/Tustin East,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,1,,,1,2,,,,,,,,,,,,4,,,4,,,1,,,2,,,,,,,1,,,,,,,,2,,2,,,,,,,,,,,,,4,,,,,,,,,,,4,,4,,,,4,,,,,,0
106310791,310791,SUTTER AUBURN FAITH HOSPITAL,General Acute Care Hospital,Placer,11815 Education St,Auburn,95602,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 1,District 1,Auburn/Newcastle/Lincoln/Sheridan,Urban,10729,10105,,1229,1585,2562,2667,2295,2868,2906,2413,2139,170,,117,159,318,303,95,1449,297,18096,,2166,18304,364,,646,200,4,30,20,8,20,242,334,6,65,19043,214,2,,,,5772,8030,1133,4607,1292,,11,1679,3,1280,57,246,353,187,436,1263,586,4830,1043,1384,46,678,314,1809,953,3675,1,20834,83,20224,503,24,,,19628,,662,253,291,1300,1311,,18,66,92,159,300,528,682,765,,1,,20,24,22,16,10,103,29,2387,,158,2414,39,,136,53,82,604,120,3,6,15,31,18,1088,451,,,,4,,369,1824,95,281,42,,400,384,29,5,110,,146,666,282,68,36,50,82,233,44,67,,3,5,1,,2611,14,2565,30,2,,2485,96,21,8,1,,14
106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care Hospital,Placer,1 Medical Plaza Dr,Roseville,95661,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,31467,24153,,3778,4978,8601,8808,7154,6668,5506,4554,4760,813,,237,1587,2480,972,702,7493,1337,40812,,8727,45077,1816,,656,675,10,114,93,41,20,512,1210,6,182,51629,470,2,,,,13499,17840,3078,18049,3154,,56,4157,11,3199,161,736,728,462,1324,3672,2623,11456,3074,3754,141,2262,1501,4277,1846,10169,11,55620,1432,52249,1824,107,8,,53987,2,866,505,260,6734,6853,1,234,655,889,1163,1822,2373,2877,3462,46,67,,56,397,426,148,183,1130,242,11006,,1209,12019,360,,408,312,464,2985,642,7,26,59,330,119,6960,1270,,,,6,,2114,7995,361,2891,227,,2478,2087,133,19,489,12,671,2613,2383,193,257,373,393,845,266,241,23,18,88,6,,13588,459,12813,283,28,5,13226,227,98,36,,1,34
106314024,314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,General Acute Care Hospital,Placer,1600 Eureka Rd,Roseville,95661,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,52961,42943,6,7537,8162,12802,12736,11012,11432,11460,9946,9357,1465,1,539,5019,5591,1794,539,11584,2796,68048,,12941,80098,2871,,548,1703,3,105,1290,239,7,5,914,3,6,90378,708,,,,1,16828,25433,1146,46976,5527,,73,9144,14,5098,323,1414,1201,951,2222,5504,2990,20313,3146,7061,225,4145,1781,7187,3297,19800,21,95910,2406,91126,2172,2,204,33,95075,,471,331,,6214,5904,,205,361,640,898,1450,2404,2808,3100,83,169,,60,670,509,131,47,1008,79,9614,,1112,10925,81,,269,158,460,2978,489,1,,30,40,2,6432,1257,,,2,,,843,7433,65,3552,225,,2376,1921,166,9,475,9,489,3300,1015,164,171,273,209,902,196,224,14,6,190,9,,12118,351,11546,216,,5,11995,84,36,,,3,61
106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,General Acute Care Hospital,Plumas,500 1st Ave,Portola,96122,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,Frontier,1617,1459,,217,220,283,315,295,374,547,473,317,35,,8,18,17,45,4,274,343,2367,,191,2746,139,,237,20,,5,,,,2,4,,,2706,3,96,,3,,1054,1147,123,584,168,,,221,,221,5,45,58,40,118,171,51,850,90,158,6,80,17,267,153,522,3,3076,1,3007,68,,,,2913,20,4,139,,87,36,,,3,4,6,11,30,37,32,,,,,,,4,,4,4,111,,1,105,17,,14,,4,,,,,,,,88,16,,,,1,,16,89,2,12,4,,3,9,,,3,,15,7,6,2,1,,1,43,7,26,,,,,,123,,123,,,,120,,3,,,,3
106320986,320986,PLUMAS DISTRICT HOSPITAL,General Acute Care Hospital,Plumas,1065 Bucks Lake Rd,Quincy,95971,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,Frontier,1865,1780,,244,307,533,508,389,422,524,433,249,36,,101,25,69,35,4,131,82,3198,,184,3259,202,,269,31,,2,2,1,12,42,,4,,3278,,,,4,,1252,1033,266,970,124,,4,286,1,255,13,68,84,57,66,224,86,1011,167,206,21,104,34,360,174,422,2,3645,,3638,7,,,,3529,3,,111,2,148,112,,7,12,11,21,37,55,62,48,3,4,,5,,1,5,,2,1,246,,6,248,6,,21,4,4,3,,3,1,,1,1,198,23,,,,1,,63,148,1,47,1,,33,44,8,,27,,23,8,15,16,6,8,4,39,13,12,,,3,,1,260,,260,,,,252,,8,,,,4
106321016,321016,SENECA DISTRICT HOSPITAL,General Acute Care Hospital,Plumas,130 Brentwood Dr,Chester,96020,District,Level IV,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,Frontier,1076,1159,,139,162,179,231,249,327,398,332,201,17,,50,15,13,1,,55,25,2076,,108,2089,38,,99,26,,5,1,1,,5,2,,37,2050,1,4,4,,,515,748,99,719,154,,,176,,210,2,49,53,21,8,140,33,675,56,174,10,89,10,214,89,226,,2235,2,2232,1,,,,2156,,2,77,,26,30,,,1,2,1,6,9,14,23,,,,2,,,,,,,54,,,55,1,,,1,3,,,1,,,,1,43,7,,,,,,8,43,,5,,,12,7,1,,6,,3,,1,2,,,1,15,2,6,,,,,,56,,56,,,,55,,1,,,,2
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care Hospital,Riverside,800 S Main St,Corona,92882,Investor - Corporation,,Emergency - Basic,,,150-199,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,19127,17119,,2934,3394,6583,5764,4896,4721,3526,2190,1712,526,,94,1029,2671,45,76,2936,237,29158,,17039,18825,382,,549,685,138,77,60,13,52,169,527,5,,33712,250,9,,,,18663,3475,765,10690,2653,,20,2725,9,2451,178,507,668,342,1013,2497,1785,6685,2234,2374,121,1599,1104,3363,1250,5308,13,36246,466,31747,3987,46,,25,35119,2,660,390,50,2741,2931,,60,318,485,573,949,1206,1077,1003,1,,,14,227,423,3,13,407,24,4561,,2069,3558,45,,259,291,325,977,157,32,26,27,37,,2796,744,1,,,,,1720,2917,80,853,102,,1000,912,75,6,270,1,397,1379,411,208,65,83,180,442,89,93,1,4,54,,2,5672,161,4764,743,,4,5441,136,56,1,37,1,30
106331164,331164,DESERT REGIONAL MEDICAL CENTER,General Acute Care Hospital,Riverside,1150 N Indian Canyon Dr,Palm Springs,92262,Investor - Corporation,Level II,Emergency - Comprehensive,,,300-499,District 28,District 42,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,23559,23327,33,3079,3239,8695,7710,5650,6434,5384,3580,2271,877,,166,641,3357,998,159,11397,1121,29080,,20351,25652,916,,289,1926,2,120,206,35,,,990,12,,42935,398,,1,5,,24261,9145,1515,9188,2696,114,86,3279,10,2477,156,536,554,451,1763,2847,1465,7663,2902,3582,114,1840,3526,2558,1530,9572,8,46919,76,44126,2715,1,1,10,44912,22,310,1341,324,4551,6609,10,217,794,998,1138,1855,2419,1903,1673,111,62,,50,162,577,162,37,2158,238,7786,,3441,7530,176,23,267,652,641,1299,249,4,63,31,204,50,6216,1489,4,,1,,,3691,4915,434,1907,223,,1982,1469,88,15,432,15,561,1641,2534,184,199,301,333,799,206,190,52,5,159,4,1,11170,30,10469,666,4,1,10622,58,388,50,37,15,27
106331168,331168,EISENHOWER MEDICAL CENTER,General Acute Care Hospital,Riverside,39000 Bob Hope Dr,Rancho Mirage,92270,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 28,District 42,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,21321,19251,9,2053,2578,5252,5039,4287,5234,5361,5365,5042,370,,143,387,1236,330,27,10323,190,27945,,15301,24846,434,,710,,9,86,36,13,,19,480,37,2,39009,176,4,,,,14083,16568,939,6855,2136,,30,3261,8,2935,213,492,675,351,688,2896,1518,7467,1761,3128,103,1640,552,3109,1172,8581,1,40581,111,36578,3823,61,8,,37993,220,600,1758,10,6586,7771,3,82,431,690,910,1776,2590,3539,4315,1,25,1,90,130,362,81,11,2555,48,11083,,3381,10850,126,3,277,,485,2622,695,,,23,597,1,8150,1510,,,,,,2451,8633,218,2841,217,,3017,2301,200,24,778,14,863,2513,1544,201,329,502,390,1066,322,251,,5,26,10,4,14360,69,12827,1457,7,,13527,233,522,2,76,,53
106331194,331194,HEMET GLOBAL MEDICAL CENTER,General Acute Care Hospital,Riverside,1117 E Devonshire Ave,Hemet,92543,Investor - Limited Liability Company,,Emergency - Basic,,,300-499,District 23,District 42,East Hemet/Hemet/Valle Vista,Urban,19032,16047,11,2458,2826,5633,5634,4238,4571,4163,2791,2302,474,,274,523,5816,13,178,1507,50,26729,,13007,21928,151,4,1032,1541,,128,,1,,35,150,,9,32101,88,,,5,,19787,8236,28,4464,2575,,27,2529,3,2460,127,579,641,279,1032,2209,1179,8086,2266,1930,59,1595,770,3183,1306,4824,6,35090,,32989,2101,,,163,33760,,869,295,3,3509,3257,,28,249,432,536,1120,1711,1416,1272,2,,,44,118,728,5,20,202,2,5647,,1753,4982,31,,425,403,371,821,251,1,2,3,14,79,3020,1376,,,,,,2144,4109,,433,80,,986,877,79,6,403,4,519,1741,610,173,64,146,176,713,102,104,2,4,57,,,6766,,6316,450,,,6498,198,54,,,16,29
106331216,331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,General Acute Care Hospital,Riverside,47111 Monroe St,Indio,92201,Investor - Corporation,,Emergency - Basic,,,100-149,District 28,District 56,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,21624,18811,,4639,4277,8024,6680,4793,4169,3091,2158,1471,1133,,16,233,1294,67,76,88,101,38560,,30956,9392,87,,521,599,2,85,12,50,,,615,1,,38418,128,1,,3,,25379,5600,652,5716,3086,2,82,2567,12,2815,116,558,618,315,1343,2214,2183,8252,2505,1856,71,1498,3087,3621,1270,5443,9,40435,65,33133,7230,,7,7,38673,19,349,679,708,1998,2172,,79,293,410,425,710,781,744,630,60,38,,2,26,126,19,7,8,13,3969,,2694,1461,13,2,143,169,294,485,64,2,17,15,7,12,2525,437,,,,,,1457,1329,65,1238,81,,688,625,30,5,236,1,243,1149,357,44,38,30,85,325,61,55,43,7,146,1,1,4170,5,3193,971,,1,3924,127,91,3,10,15,12
106331288,331288,PALO VERDE HOSPITAL,General Acute Care Hospital,Riverside,250 N 1st St,Blythe,92225,District,,Emergency - Standby,SMALL/RURAL,,50-99,District 28,District 56,Blythe,Rural,3381,4313,,437,447,1140,1185,1257,1170,1016,613,349,80,,38,52,998,51,8,3202,2,3343,,3198,4495,1,,584,489,13,29,,1,6,523,52,1,,5965,31,,,,,2877,1684,1066,1391,676,,5,832,2,565,20,113,186,40,131,462,317,1835,431,403,15,271,116,895,272,782,1,7694,1,7163,530,,,2,6536,11,159,986,,128,172,,7,29,36,45,54,58,40,30,1,,,2,1,28,1,,129,,139,,127,173,,,25,12,3,1,,1,40,1,,,201,16,,,,,,99,114,2,82,3,,20,88,4,,23,,26,12,14,8,2,2,1,36,45,5,1,,13,,,300,,270,30,,,254,2,43,,1,,7
106331293,331293,DOCTORS HOSPITAL OF RIVERSIDE,General Acute Care Hospital,Riverside,3865 Jackson St,Riverside,92503,Investor - Limited Liability Company,,Emergency - Basic,,,150-199,District 31,District 60,Casablanca/Riverside Central,Urban,20732,17237,6,3341,3991,7533,6265,5200,4875,3309,1667,1072,722,,200,782,2671,128,109,18,11900,22167,,18563,19320,92,,518,1657,,60,224,19,,12,5,,,35374,103,,,3,,15372,9092,687,8974,3850,,49,1916,4,2229,123,845,508,340,4811,2096,3611,5290,1428,2547,62,1531,912,3641,1411,4589,32,37975,172,31108,6548,89,58,27,36667,,1049,184,48,2196,2175,,35,223,316,412,790,976,871,739,9,,,10,154,369,7,19,1161,,2648,3,1663,2703,,5,192,269,333,663,155,,10,26,,8,1602,1111,,,2,,,1424,2133,15,690,109,,493,698,96,1,316,1,313,1180,208,68,48,72,114,442,119,121,9,2,69,1,,4371,43,3608,710,7,3,4191,145,27,3,,5,41
106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care Hospital,Riverside,4445 Magnolia Ave,Riverside,92501,Investor - Individual,Level II,Emergency - Basic,,,300-499,District 31,District 61,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,37370,29779,,5093,5560,14962,11611,8491,8313,5924,3474,2463,1258,,46,1015,7080,5423,77,29713,23,23772,,36108,30883,158,,542,2428,32,133,314,23,56,863,235,5,1,62159,354,2,,,2,35896,10240,2464,10507,8042,,136,4858,11,3760,387,974,1010,616,2027,4044,2373,12748,2456,4297,201,2927,4851,5282,2150,12010,31,67149,277,60534,6291,39,8,80,64191,15,1759,552,552,9996,8218,,304,2638,2291,1735,2882,3257,2797,2260,35,15,,24,491,1697,1243,25,6958,9,7767,,8134,10024,56,,388,784,633,2946,603,1,29,48,162,70,10115,2430,3,,,1,1,6961,7185,468,2998,602,,3263,2066,245,20,751,12,753,3156,2333,296,268,449,628,789,215,257,26,20,2659,8,,18214,174,15845,2172,16,7,17222,739,202,46,5,,64
106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care Hospital,Riverside,600 N Highland Springs Ave,Banning,92220,District,,Emergency - Basic,SMALL/RURAL,,50-99,District 23,District 42,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,17462,13814,3,2548,2720,4863,4621,3881,3711,3364,2682,2460,429,,662,645,3040,224,85,1093,,25530,,11868,19411,,,1183,1113,3,52,181,38,5,110,192,12,5,28140,241,1,,3,,15407,8889,380,4032,2571,,17,2335,8,1999,99,561,496,259,1073,2074,1656,6050,1450,1951,59,1188,723,3092,1268,4917,4,31279,32,30642,601,4,,1,30365,2,555,291,65,1258,1175,,15,151,192,200,338,526,508,495,8,,,52,42,150,19,31,88,,2049,2,706,1726,,1,151,142,121,411,79,,1,7,5,6,1185,322,1,,,,2,607,1210,46,517,45,8,287,404,21,1,175,,204,463,133,42,24,14,53,355,65,90,8,3,90,,1,2433,5,2357,71,,,2366,47,20,,,,28
106334018,334018,MENIFEE GLOBAL MEDICAL CENTER,General Acute Care Hospital,Riverside,28400 Mccall Blvd,Sun City,92585,Investor - Limited Liability Company,,Emergency - Basic,,,50-99,District 23,District 67,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,6795,6223,4,761,1106,2238,2117,1619,1684,1534,963,886,114,,48,164,1503,2,35,624,9,10637,,5514,7480,26,2,504,418,11,34,1,,1,48,74,,2,11908,17,,,4,,6773,2791,23,2388,1047,,7,785,2,975,58,221,307,102,325,882,510,3012,812,748,17,532,276,1202,532,1715,2,13022,,12524,498,,,46,12675,,166,134,1,1075,1197,,15,167,218,237,374,445,379,437,,,,5,31,160,,16,101,10,1949,,703,1553,16,,175,182,83,159,73,,,3,7,7,1305,277,,,,,1,900,1152,2,187,31,,300,326,17,,149,1,140,448,158,361,53,34,15,187,58,25,,,,,,2272,,2177,95,,,2229,20,19,,,4,12
106334025,334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,General Acute Care Hospital,Riverside,10800 Magnolia Ave,Riverside,92505,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,22668,18312,2,2831,3164,6098,5230,5136,5575,4789,4281,3114,764,,151,1626,4823,267,217,15993,2699,15206,,16559,22549,1874,,842,884,5,77,836,79,12,2,632,12,2,37425,149,,,25,,8530,9886,127,20192,2247,,64,4492,12,2507,211,583,900,436,659,2894,2046,6460,1783,2757,165,2066,981,2966,1182,7812,6,40982,454,37327,3111,54,36,4,40015,,860,103,,1811,1954,,28,155,252,339,608,745,903,722,12,1,,19,225,429,7,19,1247,37,1782,,1287,2452,26,,137,47,290,1069,146,,,6,5,,1841,221,,,3,,,305,2076,11,1304,69,,525,504,41,3,160,2,180,1392,276,51,51,99,87,257,42,43,11,3,37,1,,3765,80,3327,350,1,7,3716,43,6,,,,42
106334048,334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,General Acute Care Hospital,Riverside,27300 Iris Ave,Moreno Valley,92555,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 31,District 61,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,22138,16057,1,3239,3270,6583,5726,4684,4634,4161,3089,2103,707,,121,1074,8764,202,203,18116,682,9034,,18262,19557,377,,743,1114,,20,509,52,2,2,166,4,,35529,54,,,1,,10662,7552,179,17853,1950,,59,3587,9,2050,249,514,693,353,586,2541,2599,5706,780,2881,133,1750,1246,3527,1130,7799,4,38196,163,34682,3265,57,29,4,37980,,107,105,,1276,1134,,23,184,223,210,341,521,522,386,,,,9,100,503,11,20,889,18,860,,907,1493,10,,167,23,149,586,90,,,3,4,,1299,88,,,1,,,193,1226,3,946,42,,349,367,24,1,120,1,122,839,110,16,22,37,50,147,26,25,,1,153,,,2410,26,2115,265,1,3,2399,7,4,,,,28
106334068,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care Hospital,Riverside,25500 Medical Center Dr,Murrieta,92562,Investor - Corporation,,Emergency - Basic,,,100-149,District 28,District 67,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,41568,32325,,8379,7560,12372,12031,8653,8114,6410,4338,3929,2107,,1557,1783,5407,383,330,24292,634,39507,,24758,48208,927,,848,1291,615,62,386,37,208,477,522,6,,69263,171,7,,,,30958,9831,4244,23914,4946,,190,4908,22,4325,377,978,1189,557,1602,4802,2970,15955,2816,4455,159,3161,2993,7018,2533,12864,19,73893,567,68987,3999,333,7,,72648,6,465,741,33,6933,5078,,214,1680,1697,1018,1568,1967,1809,2054,4,,,215,382,709,51,70,3136,116,7332,,3163,8663,185,,542,408,368,2249,346,51,8,34,112,1,6892,992,8,,,,,3623,5113,408,2661,206,,1522,1555,108,6,572,3,698,1550,1828,190,179,226,324,799,226,239,4,7,1971,2,2,12011,203,10895,902,10,1,11697,191,112,2,9,,28
106334487,334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,General Acute Care Hospital,Riverside,26520 Cactus Ave,Moreno Valley,92555,City or County,Level II & Level II - Ped,Emergency - Basic,,Teaching,300-499,District 31,District 61,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,29865,28614,4,4017,5177,11967,10509,8637,8267,5286,2215,1359,1049,,164,1361,11205,528,309,8918,336,35441,221,34229,23762,238,254,1903,2558,9,84,6,13,10,1536,140,1,2,51925,94,3,199,,,35841,8096,3304,3546,7692,4,56,3644,16,3378,296,769,1228,796,2553,3704,2971,10888,3007,4694,179,2864,1846,4405,1899,9287,3,58483,511,46404,11318,249,1,2,56656,17,1277,328,203,6428,8887,,830,1994,2259,2091,2553,2383,1521,1221,166,297,,,469,2755,184,135,2268,50,9448,6,7240,8033,36,6,492,573,472,623,224,9,1040,163,327,35,10172,1163,17,,,5,,7977,4671,714,1033,920,,1552,1673,124,23,836,42,680,2228,2405,3282,275,276,605,698,300,95,50,51,111,9,,15315,177,12355,2760,23,,13889,1359,64,,3,,45
106334564,334564,TEMECULA VALLEY HOSPITAL,General Acute Care Hospital,Riverside,31700 Temecula Pkwy,Temecula,92592,Investor - Corporation,,Emergency - Basic,,,100-149,District 28,District 75,Temecula South,Urban,17106,14082,,1596,2665,4923,4668,4180,4215,3681,2882,2187,191,,418,1278,1908,133,305,5823,531,20792,,7107,23447,634,,322,581,104,42,141,22,79,79,240,2,,29499,74,3,,,,8918,7026,2505,10502,2237,,8,2889,7,1570,149,340,591,221,1034,1962,1082,6187,1501,2075,57,1387,599,2171,934,6412,12,31188,392,29505,1163,124,4,,30276,2,200,681,29,3333,3666,,41,286,451,591,1047,1434,1557,1592,,,,78,321,335,29,89,1032,75,5040,,1137,5738,124,,157,249,241,1507,253,35,1,29,47,,3858,621,1,,,,,1269,3981,270,1317,162,,1921,1054,84,19,345,4,446,956,559,156,160,176,265,470,138,229,,8,4,3,2,6999,146,6517,336,,,6777,85,134,2,1,,21
106334589,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,General Acute Care Hospital,Riverside,28100 Baxter Rd,Murrieta,92563,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 28,District 67,French Valley/Murrieta East/Temecula/Winchester,Urban,19963,15764,1,2460,2713,4789,4833,4418,4675,4454,3918,2850,618,,152,1350,3046,411,135,4903,115,25615,1,12378,23251,99,,913,636,48,87,205,12,24,12,209,13,3,33424,121,11,10,,,12017,13064,2359,5957,2319,12,32,3592,12,2731,288,353,584,259,1198,2680,1695,6410,1113,2305,124,1382,946,3210,1197,5611,6,35728,130,33422,2145,21,10,1,35294,8,109,313,3,3697,3711,,39,373,569,649,1064,1631,1576,1485,22,,,,322,532,75,90,842,24,5523,,1911,5471,26,,282,243,313,1588,205,5,2,4,52,,4085,625,3,,,1,,1511,4187,235,1195,280,,1865,1041,68,8,501,6,445,1082,490,38,118,179,182,600,197,234,20,5,326,3,,7408,73,6732,591,10,2,7311,46,50,,1,,19
